"region";"utbildningsnivå";"ålder";"kön";"2018"
"0117 Österåker";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";81
"0117 Österåker";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";118
"0117 Österåker";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";17
"0117 Österåker";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";40
"0117 Österåker";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";1
"0117 Österåker";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";4
"0117 Österåker";"gymnasial utbildning, högst 2 år";"16-24 år";"män";54
"0117 Österåker";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";51
"0117 Österåker";"gymnasial utbildning, högst 2 år";"25-34 år";"män";189
"0117 Österåker";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";141
"0117 Österåker";"gymnasial utbildning, högst 2 år";"35-44 år";"män";302
"0117 Österåker";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";252
"0117 Österåker";"gymnasial utbildning, högst 2 år";"45-54 år";"män";1250
"0117 Österåker";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";827
"0117 Österåker";"gymnasial utbildning, högst 2 år";"55-64 år";"män";804
"0117 Österåker";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";736
"0117 Österåker";"gymnasial utbildning, högst 2 år";"65-74 år";"män";542
"0117 Österåker";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";825
"0117 Österåker";"gymnasial utbildning, högst 2 år";"75-84 år";"män";239
"0117 Österåker";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";488
"0117 Österåker";"gymnasial utbildning, högst 2 år";"85-94 år";"män";56
"0117 Österåker";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";141
"0117 Österåker";"gymnasial utbildning, högst 2 år";"95+ år";"män";1
"0117 Österåker";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";18
"0117 Österåker";"gymnasial utbildning, 3 år";"16-24 år";"män";963
"0117 Österåker";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";770
"0117 Österåker";"gymnasial utbildning, 3 år";"25-34 år";"män";1056
"0117 Österåker";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";735
"0117 Österåker";"gymnasial utbildning, 3 år";"35-44 år";"män";951
"0117 Österåker";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";752
"0117 Österåker";"gymnasial utbildning, 3 år";"45-54 år";"män";540
"0117 Österåker";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";768
"0117 Österåker";"gymnasial utbildning, 3 år";"55-64 år";"män";342
"0117 Österåker";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";363
"0117 Österåker";"gymnasial utbildning, 3 år";"65-74 år";"män";496
"0117 Österåker";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";304
"0117 Österåker";"gymnasial utbildning, 3 år";"75-84 år";"män";332
"0117 Österåker";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";124
"0117 Österåker";"gymnasial utbildning, 3 år";"85-94 år";"män";79
"0117 Österåker";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";29
"0117 Österåker";"gymnasial utbildning, 3 år";"95+ år";"män";5
"0117 Österåker";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";1
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";144
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";168
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";366
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";399
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";416
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";432
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";668
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";603
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";430
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";422
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";327
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";429
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";153
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";171
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";32
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";42
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
"0117 Österåker";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";1
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";23
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";40
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";363
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";696
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";723
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";1190
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";706
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";1055
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";415
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";513
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";375
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";429
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";235
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";254
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";40
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";53
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";0
"0117 Österåker";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";2
"0117 Österåker";"forskarutbildning";"16-24 år";"män";0
"0117 Österåker";"forskarutbildning";"16-24 år";"kvinnor";0
"0117 Österåker";"forskarutbildning";"25-34 år";"män";10
"0117 Österåker";"forskarutbildning";"25-34 år";"kvinnor";16
"0117 Österåker";"forskarutbildning";"35-44 år";"män";49
"0117 Österåker";"forskarutbildning";"35-44 år";"kvinnor";53
"0117 Österåker";"forskarutbildning";"45-54 år";"män";47
"0117 Österåker";"forskarutbildning";"45-54 år";"kvinnor";45
"0117 Österåker";"forskarutbildning";"55-64 år";"män";48
"0117 Österåker";"forskarutbildning";"55-64 år";"kvinnor";19
"0117 Österåker";"forskarutbildning";"65-74 år";"män";43
"0117 Österåker";"forskarutbildning";"65-74 år";"kvinnor";18
"0117 Österåker";"forskarutbildning";"75-84 år";"män";35
"0117 Österåker";"forskarutbildning";"75-84 år";"kvinnor";11
"0117 Österåker";"forskarutbildning";"85-94 år";"män";13
"0117 Österåker";"forskarutbildning";"85-94 år";"kvinnor";2
"0117 Österåker";"forskarutbildning";"95+ år";"män";1
"0117 Österåker";"forskarutbildning";"95+ år";"kvinnor";0
"0117 Österåker";"uppgift om utbildningsnivå saknas";"16-24 år";"män";194
"0117 Österåker";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";95
"0117 Österåker";"uppgift om utbildningsnivå saknas";"25-34 år";"män";203
"0117 Österåker";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";99
"0117 Österåker";"uppgift om utbildningsnivå saknas";"35-44 år";"män";171
"0117 Österåker";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";57
"0117 Österåker";"uppgift om utbildningsnivå saknas";"45-54 år";"män";98
"0117 Österåker";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";20
"0117 Österåker";"uppgift om utbildningsnivå saknas";"55-64 år";"män";36
"0117 Österåker";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";13
"0117 Österåker";"uppgift om utbildningsnivå saknas";"65-74 år";"män";25
"0117 Österåker";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";13
"0117 Österåker";"uppgift om utbildningsnivå saknas";"75-84 år";"män";20
"0117 Österåker";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";24
"0117 Österåker";"uppgift om utbildningsnivå saknas";"85-94 år";"män";5
"0117 Österåker";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";15
"0117 Österåker";"uppgift om utbildningsnivå saknas";"95+ år";"män";0
"0117 Österåker";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";2
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";18
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";10
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";23
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";18
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";33
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";38
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";21
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";39
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";43
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";32
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";178
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";124
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";244
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";164
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";74
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";133
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";2
"0120 Värmdö";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";16
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";1065
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";911
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";276
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";145
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";232
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";126
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";329
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";191
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";408
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";215
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";319
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";269
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";79
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";132
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";8
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";25
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";0
"0120 Värmdö";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";2
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"16-24 år";"män";46
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";56
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"25-34 år";"män";191
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";157
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"35-44 år";"män";318
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";226
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"45-54 år";"män";1156
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";797
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"55-64 år";"män";875
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";752
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"65-74 år";"män";538
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";726
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"75-84 år";"män";248
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";358
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"85-94 år";"män";37
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";112
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"95+ år";"män";1
"0120 Värmdö";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";8
"0120 Värmdö";"gymnasial utbildning, 3 år";"16-24 år";"män";905
"0120 Värmdö";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";837
"0120 Värmdö";"gymnasial utbildning, 3 år";"25-34 år";"män";1076
"0120 Värmdö";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";867
"0120 Värmdö";"gymnasial utbildning, 3 år";"35-44 år";"män";957
"0120 Värmdö";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";784
"0120 Värmdö";"gymnasial utbildning, 3 år";"45-54 år";"män";558
"0120 Värmdö";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";804
"0120 Värmdö";"gymnasial utbildning, 3 år";"55-64 år";"män";367
"0120 Värmdö";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";415
"0120 Värmdö";"gymnasial utbildning, 3 år";"65-74 år";"män";498
"0120 Värmdö";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";298
"0120 Värmdö";"gymnasial utbildning, 3 år";"75-84 år";"män";234
"0120 Värmdö";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";88
"0120 Värmdö";"gymnasial utbildning, 3 år";"85-94 år";"män";43
"0120 Värmdö";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";27
"0120 Värmdö";"gymnasial utbildning, 3 år";"95+ år";"män";2
"0120 Värmdö";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";2
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";122
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";148
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";372
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";413
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";453
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";457
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";668
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";581
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";452
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";467
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";319
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";381
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";111
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";161
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";26
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";31
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";1
"0120 Värmdö";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";1
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";26
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";33
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";348
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";728
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";748
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";1246
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";729
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";1132
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";408
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";488
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";396
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";434
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";158
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";178
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";32
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";22
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";3
"0120 Värmdö";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";5
"0120 Värmdö";"forskarutbildning";"16-24 år";"män";0
"0120 Värmdö";"forskarutbildning";"16-24 år";"kvinnor";0
"0120 Värmdö";"forskarutbildning";"25-34 år";"män";3
"0120 Värmdö";"forskarutbildning";"25-34 år";"kvinnor";4
"0120 Värmdö";"forskarutbildning";"35-44 år";"män";23
"0120 Värmdö";"forskarutbildning";"35-44 år";"kvinnor";36
"0120 Värmdö";"forskarutbildning";"45-54 år";"män";30
"0120 Värmdö";"forskarutbildning";"45-54 år";"kvinnor";37
"0120 Värmdö";"forskarutbildning";"55-64 år";"män";33
"0120 Värmdö";"forskarutbildning";"55-64 år";"kvinnor";28
"0120 Värmdö";"forskarutbildning";"65-74 år";"män";24
"0120 Värmdö";"forskarutbildning";"65-74 år";"kvinnor";13
"0120 Värmdö";"forskarutbildning";"75-84 år";"män";25
